Date,open,volume,github_commits,google_trends,tweets,VWAP,OBV,MFI,ADX,MACD,MACD_hist,RSI,WilliamsR,Maker Fee,Transaction Fee,AML_KYC_required,bid_ask_spread,price_inconsistency,Coin_BTC,Coin_DASH,Coin_ETH,Coin_LTC,Coin_XRP
2017-01-02,7.612183137609997,9979481.000905033,2.669683257918567,11.00000000000006,3068.195475113139,7.747147308784859,10649345.513122229,48.909764899653,0.0,0.0996421242025704,0.04874213336495138,41.00564046755054,-81.7127841317857,1.0000000000000056,0.0010000000000000057,1,0.04865780852067366,0.355247550462052,0,0,0,0,0
2017-01-02,7.274832988511354,9117651.670588285,2.5294117647058965,11.00000000000006,3422.555656108617,7.402037435889142,9466383.956561135,50.618209752544246,0.0,0.15300036433405334,0.042913443637797435,44.47525530042727,-79.43727093832977,1.0000000000000056,0.0010000000000000057,1,0.046809912679899465,0.4364589197748526,0,0,0,0,0
2017-01-02,6.399331673901392,9405112.95565616,2.504977375565625,11.00000000000006,3587.895022624455,6.5048617707346095,10509219.884162953,51.14612110752961,0.0,0.1199539554291628,0.03297870936242189,46.38165272419886,-77.3802550765233,1.0000000000000056,0.0010000000000000057,1,0.04503656302551613,0.4664239313319123,0,0,0,0,0
2017-01-02,6.056784043118585,8808748.548416337,2.396380090497751,11.00000000000006,3373.5058823529603,6.149370613310834,10742266.680543045,53.3463495818394,0.0,0.17459472943590215,0.03460331277576069,49.261930878159006,-75.4286497380232,1.0000000000000056,0.0010000000000000057,1,0.04709455334569714,0.484155112198537,0,0,0,0,0
2017-01-02,5.98618379353216,7052372.666063383,2.3420814479638135,11.00000000000006,3050.050678733049,6.050309619549931,7886001.386425374,54.183039347840264,0.0,0.18086415291733735,0.04164354708537664,49.16320621133728,-76.33553922953682,1.0000000000000056,0.0010000000000000057,1,0.036158216456054396,0.4405207813046914,0,0,0,0,0
2017-01-03,6.691870208836237,9165279.073303217,2.342081447963814,11.00000000000006,2507.329411764719,6.783371614365452,12519797.554751199,53.426933004489996,0.0,0.22239136308743987,0.04439061731374786,48.30881208620351,-74.96739258020817,1.0000000000000056,0.0010000000000000057,1,0.04504234851706362,0.4955039099894121,0,0,0,0,0
2017-01-03,6.7687212118896305,10098396.937556617,2.3963800904977504,11.00000000000006,2634.1855203620053,6.886813224064455,15024647.057013659,53.84033326767818,0.0,0.2515759283673349,0.04183200092225689,49.48718836955966,-74.30268196527183,1.0000000000000056,0.0010000000000000057,1,0.04981109922526023,0.509806386772628,0,0,0,0,0
2017-01-03,6.395292804487819,11564406.485067941,2.575565610859743,11.00000000000006,2567.857013574675,6.5235148580749724,17860966.314932227,52.604135374818085,0.0,0.18492825238596408,0.03552437651411599,48.399696742926544,-74.29079058642183,1.0000000000000056,0.0010000000000000057,1,0.04851673898185987,0.47901195447856953,0,0,0,0,0
2017-01-03,6.685190536938499,10156126.466968382,2.679638009049789,11.00000000000006,2084.4995475113233,6.83227867395912,20154800.40542998,52.145780551115884,0.0,0.16702400101581139,0.04583468415939493,46.009733526584235,-76.80848265645504,1.0000000000000056,0.0010000000000000057,1,0.04496047191871545,0.4338105815220723,0,0,0,0,0
2017-01-03,6.44886221577922,11013639.438914087,2.7085972850678885,11.00000000000006,2892.780090497755,6.573328410353099,19383349.332126804,53.40624558731569,0.0,0.1852466075248467,0.04151094166553222,48.32336794720374,-76.49609921927295,1.0000000000000056,0.0010000000000000057,1,0.057164103407229244,0.3411053570404151,0,0,0,0,0
2017-01-04,7.010436436710446,13931312.751131302,2.6561085972850824,11.00000000000006,2609.1484162896077,7.13183366947507,22248416.7131223,52.21199455434567,0.0,0.21042219223606615,0.036400243639675506,48.070502031612214,-73.85802053058255,1.0000000000000056,0.0010000000000000057,1,0.06814347844155193,0.30503154085856876,0,0,0,0,0
2017-01-04,6.979732806408184,14039606.805429945,2.6515837104072544,11.00000000000006,2488.0208144796516,7.096142153160881,21590710.387330443,54.5495917546875,0.0,0.2856612866117618,0.040821840627460755,50.84137041806968,-72.82482815531249,1.0000000000000056,0.0010000000000000057,1,0.0715755095178576,0.3673533821522978,0,0,0,0,0
2017-01-04,6.372137027855691,15147936.48868787,2.8334841628959437,11.00000000000006,2326.049773755669,6.446352302615616,20844680.305882473,53.846788417807375,0.0,0.21207250808539527,0.035965471162030443,50.07466401839287,-72.89821847352981,1.0000000000000056,0.0010000000000000057,1,0.06324306074458101,0.33417406816499284,0,0,0,0,0
2017-01-04,6.839424317054337,15228807.800905066,2.6606334841629105,11.00000000000006,1974.0497737556661,6.910611930625239,20166173.75384627,53.87934244231836,0.0,0.22703998366117922,0.04302547591688613,49.12062039528263,-74.01572147519745,1.0000000000000056,0.0010000000000000057,1,0.06596268647397922,0.28096714304160025,0,0,0,0,0
2017-01-04,6.303665185009082,11939492.099547572,2.671493212669698,11.00000000000006,2429.812669683272,6.423135911225669,13764295.558371108,54.89328481578723,0.0,0.18420851648676673,0.04877251105981275,48.869920041333515,-77.43667994050581,1.0000000000000056,0.0010000000000000057,1,0.0770221699731298,0.19145033247099386,0,0,0,0,0
2017-01-05,7.408916979344838,14038214.53393673,2.721266968325807,11.00000000000006,2234.078733031686,7.398206313138942,17309540.396380186,53.429160321491295,0.0,0.22510433877041694,0.04451030415190588,48.2988889994755,-75.55347097907128,1.0000000000000056,0.0010000000000000057,1,0.10394666454388501,0.2573868336972905,0,0,0,0,0
2017-01-05,6.415312816847092,15579249.3755657,2.951131221719474,11.00000000000006,2475.5194570135886,6.525778150819231,18472559.020814583,52.53340258044004,0.0,0.13368820029496734,0.03340616919550432,48.11778274545762,-75.3734555325215,1.0000000000000056,0.0010000000000000057,1,0.11226462843428867,0.1672971994933893,0,0,0,0,0
2017-01-05,7.524437281073345,13797869.0950227,2.54932126696834,11.00000000000006,2340.2705882353075,7.372144990320912,17446329.645248964,54.40492267376137,0.0,0.23938370822292324,0.04435483225975906,49.573242172310124,-75.96392013268304,1.0000000000000056,0.0010000000000000057,1,0.13528189604401802,0.1693463812102447,0,0,0,0,0
2017-01-05,8.740202238124033,14060727.285067953,2.460633484162909,11.00000000000006,1705.3357466063433,8.337053425593211,16901739.668778375,53.021643185165075,0.0,0.24228342146729862,0.054457932031853826,46.3718431571205,-77.76146875310641,1.0000000000000056,0.0010000000000000057,1,0.15712423631021283,0.15865114930200494,0,0,0,0,0
